mbgd_gene_id	protein_id
pfc:PFLA506_RS26790	ncbip:WP_019816910.1
pfc:PFLA506_RS26795	ncbip:WP_014720587.1
pfc:PFLA506_RS26800	ncbip:WP_003195825.1
pfc:PFLA506_RS26805	ncbip:WP_003195827.1
pfc:PFLA506_RS26810	ncbip:WP_005792602.1
pfc:PFLA506_RS26815	ncbip:WP_003195831.1
pfc:PFLA506_RS26820	ncbip:WP_014720588.1
pfc:PFLA506_RS26825	ncbip:WP_003195835.1
pfc:PFLA506_RS26830	ncbip:WP_002555987.1
pfc:PFLA506_RS26835	ncbip:WP_014720589.1
pfc:PFLA506_RS26840	ncbip:WP_010565865.1
pfc:PFLA506_RS26845	ncbip:WP_003195890.1
pfc:PFLA506_RS26850	ncbip:WP_003195891.1
pfc:PFLA506_RS26855	ncbip:WP_014720590.1
pfc:PFLA506_RS26860	ncbip:WP_014720591.1
pfc:PFLA506_RS26865	ncbip:WP_014720592.1
pfc:PFLA506_RS26870	ncbip:WP_014720593.1
pfc:PFLA506_RS26875	ncbip:WP_032872174.1
pfc:PFLA506_RS26880	ncbip:WP_014720595.1
pfc:PFLA506_RS26885	ncbip:WP_014720596.1
pfc:PFLA506_RS26900	ncbip:WP_016359366.1
pfc:PFLA506_RS26905	ncbip:WP_016359343.1
pfc:PFLA506_RS26910	ncbip:WP_016359355.1
pfc:PFLA506_RS26915	ncbip:WP_016359344.1
pfc:PFLA506_RS26920	ncbip:WP_044483783.1
pfc:PFLA506_RS26925	ncbip:WP_016359335.1
pfc:PFLA506_RS26930	ncbip:WP_016359329.1
pfc:PFLA506_RS26935	ncbip:WP_016359328.1
pfc:PFLA506_RS26940	ncbip:WP_016359306.1
pfc:PFLA506_RS26945	ncbip:WP_016359333.1
pfc:PFLA506_RS26950	ncbip:WP_016359348.1
pfc:PFLA506_RS26955	ncbip:WP_016359311.1
pfc:PFLA506_RS26960	ncbip:WP_016359347.1
pfc:PFLA506_RS26965	ncbip:WP_044483784.1
pfc:PFLA506_RS26970	ncbip:WP_016359352.1
pfc:PFLA506_RS26975	ncbip:WP_016359345.1
pfc:PFLA506_RS26980	ncbip:WP_044483785.1
pfc:PFLA506_RS26985	ncbip:WP_016359372.1
pfc:PFLA506_RS26990	ncbip:WP_016359365.1
pfc:PFLA506_RS26995	ncbip:WP_016359361.1
pfc:PFLA506_RS27000	ncbip:WP_016359334.1
pfc:PFLA506_RS27005	ncbip:WP_016359360.1
pfc:PFLA506_RS27010	ncbip:WP_016359342.1
pfc:PFLA506_RS27015	ncbip:WP_016359358.1
pfc:PFLA506_RS27020	ncbip:WP_016359353.1
pfc:PFLA506_RS27025	ncbip:WP_016359316.1
pfc:PFLA506_RS27030	ncbip:WP_016359324.1
pfc:PFLA506_RS27035	ncbip:WP_016359340.1
pfc:PFLA506_RS27040	ncbip:WP_016359337.1
pfc:PFLA506_RS27045	ncbip:WP_016359331.1
pfc:PFLA506_RS27050	ncbip:WP_016359322.1
pfc:PFLA506_RS27055	ncbip:WP_044483786.1
pfc:PFLA506_RS27060	ncbip:WP_016359307.1
pfc:PFLA506_RS27065	ncbip:WP_016359370.1
pfc:PFLA506_RS27070	ncbip:WP_044483787.1
pfc:PFLA506_RS27075	ncbip:WP_016359336.1
pfc:PFLA506_RS27080	ncbip:WP_016359314.1
pfc:PFLA506_RS27085	ncbip:WP_016359313.1
pfc:PFLA506_RS27090	ncbip:WP_016359362.1
pfc:PFLA506_RS27095	ncbip:WP_016359325.1
pfc:PFLA506_RS27100	ncbip:WP_044483791.1
pfc:PFLA506_RS27105	ncbip:WP_044483792.1
pfc:PFLA506_RS27110	ncbip:WP_016359351.1
pfc:PFLA506_RS27115	ncbip:WP_016359367.1
pfc:PFLA506_RS27120	ncbip:WP_016359308.1
pfc:PFLA506_RS27125	ncbip:WP_044483793.1
pfc:PFLA506_RS27130	ncbip:WP_016359354.1
pfc:PFLA506_RS27135	ncbip:WP_044483794.1
pfc:PFLA506_RS27140	ncbip:WP_044483795.1
pfc:PFLA506_RS27145	ncbip:WP_016359315.1
pfc:PFLA506_RS27150	ncbip:WP_016359318.1
pfc:PFLA506_RS27155	ncbip:WP_044483788.1
pfc:PFLA506_RS27160	ncbip:WP_044483796.1
pfc:PFLA506_RS27165	ncbip:WP_016359327.1
pfc:PFLA506_RS27170	ncbip:WP_016359323.1
pfc:PFLA506_RS27175	ncbip:WP_044483789.1
pfc:PFLA506_RS27180	ncbip:WP_016359341.1
pfc:PFLA506_RS27185	ncbip:WP_044483797.1
pfc:PFLA506_RS27190	ncbip:WP_016359326.1
pfc:PFLA506_RS27195	ncbip:WP_016359369.1
pfc:PFLA506_RS27200	ncbip:WP_044483798.1
pfc:PFLA506_RS27205	ncbip:WP_016359320.1
pfc:PFLA506_RS27210	ncbip:WP_044483790.1
pfc:PFLA506_RS27215	ncbip:WP_016359346.1
pfc:PFLA506_RS27220	ncbip:WP_044483799.1
pfc:PFLA506_RS27225	ncbip:WP_016359350.1
pfc:PFLA506_RS27230	ncbip:WP_044483800.1
thi:THI_RS00005	ncbip:WP_013104157.1
thi:THI_RS00010	ncbip:WP_013104158.1
thi:THI_RS00015	ncbip:WP_013104159.1
thi:THI_RS00020	ncbip:WP_013104160.1
thi:THI_RS00025	ncbip:WP_013104161.1
thi:THI_RS00030	ncbip:WP_041608829.1
thi:THI_RS00035	ncbip:WP_013104163.1
thi:THI_RS00040	ncbip:WP_013104164.1
thi:THI_RS00045	ncbip:WP_013104165.1
thi:THI_RS00050	ncbip:WP_013104166.1
thi:THI_RS00055	ncbip:WP_013121842.1
thi:THI_RS00060	ncbip:WP_013104168.1
thi:THI_RS00065	ncbip:WP_013104169.1
thi:THI_RS00070	ncbip:WP_013104170.1
thi:THI_RS00075	ncbip:WP_013104171.1
thi:THI_RS00080	ncbip:WP_013104172.1
thi:THI_RS00085	ncbip:WP_013104173.1
thi:THI_RS00090	ncbip:WP_013104174.1
thi:THI_RS00095	ncbip:WP_013104175.1
thi:THI_RS00100	ncbip:WP_013104176.1
thi:THI_RS00105	ncbip:WP_013104177.1
thi:THI_RS00110	ncbip:WP_041609066.1
thi:THI_RS00115	ncbip:WP_013104179.1
thi:THI_RS00120	ncbip:WP_013104180.1
thi:THI_RS00125	ncbip:WP_041608830.1
thi:THI_RS00130	ncbip:WP_013104182.1
thi:THI_RS00135	ncbip:WP_013104183.1
thi:THI_RS00140	ncbip:WP_013104184.1
thi:THI_RS00145	ncbip:WP_013104185.1
thi:THI_RS00150	ncbip:WP_013104186.1
thi:THI_RS00155	ncbip:WP_013104188.1
thi:THI_RS00160	ncbip:WP_013104189.1
thi:THI_RS00165	ncbip:WP_013104190.1
thi:THI_RS00170	ncbip:WP_013104191.1
thi:THI_RS00175	ncbip:WP_013104192.1
thi:THI_RS00180	ncbip:WP_041608831.1
thi:THI_RS00185	ncbip:WP_013104194.1
thi:THI_RS00190	ncbip:WP_013104195.1
thi:THI_RS00195	ncbip:WP_013104196.1
thi:THI_RS00200	ncbip:WP_013104197.1
thi:THI_RS00205	ncbip:WP_013104198.1
thi:THI_RS00210	ncbip:WP_013104199.1
thi:THI_RS00215	ncbip:WP_013104200.1
thi:THI_RS00220	ncbip:WP_013104201.1
thi:THI_RS00225	ncbip:WP_041608832.1
thi:THI_RS00230	ncbip:WP_013104203.1
thi:THI_RS00235	ncbip:WP_013104204.1
thi:THI_RS00240	ncbip:WP_041608833.1
thi:THI_RS00245	ncbip:WP_013104206.1
thi:THI_RS00250	ncbip:WP_013104207.1
thi:THI_RS00255	ncbip:WP_013104208.1
thi:THI_RS00260	ncbip:WP_013104209.1
thi:THI_RS00265	ncbip:WP_013104210.1
thi:THI_RS00270	ncbip:WP_013104211.1
thi:THI_RS00275	ncbip:WP_013104212.1
thi:THI_RS00280	ncbip:WP_013104213.1
thi:THI_RS00285	ncbip:WP_013104214.1
thi:THI_RS00290	ncbip:WP_013104215.1
thi:THI_RS00295	ncbip:WP_013104216.1
thi:THI_RS00300	ncbip:WP_013104217.1
thi:THI_RS00305	ncbip:WP_013104218.1
thi:THI_RS00310	ncbip:WP_041608834.1
thi:THI_RS00315	ncbip:WP_041608835.1
thi:THI_RS00320	ncbip:WP_013104220.1
thi:THI_RS00325	ncbip:WP_013104221.1
thi:THI_RS00330	ncbip:WP_013104222.1
thi:THI_RS00335	ncbip:WP_013104223.1
thi:THI_RS00340	ncbip:WP_013104224.1
thi:THI_RS00345	ncbip:WP_041608836.1
thi:THI_RS00350	ncbip:WP_013104225.1
thi:THI_RS00355	ncbip:WP_013104226.1
thi:THI_RS00360	ncbip:WP_013104227.1
thi:THI_RS00365	ncbip:WP_013104228.1
thi:THI_RS00370	ncbip:WP_013104229.1
thi:THI_RS00375	ncbip:WP_013104230.1
thi:THI_RS00380	ncbip:WP_013104231.1
thi:THI_RS00385	ncbip:WP_013104232.1
thi:THI_RS00390	ncbip:WP_013104233.1
thi:THI_RS00395	ncbip:WP_041609067.1
thi:THI_RS00400	ncbip:WP_041609068.1
thi:THI_RS00405	ncbip:WP_013104236.1
thi:THI_RS00410	ncbip:WP_013104237.1
thi:THI_RS00415	ncbip:WP_013104238.1
thi:THI_RS00420	ncbip:WP_041609069.1
thi:THI_RS00425	ncbip:WP_013104240.1
thi:THI_RS00430	ncbip:WP_013104241.1
thi:THI_RS00435	ncbip:WP_013104242.1
thi:THI_RS00440	ncbip:WP_013104244.1
thi:THI_RS00445	ncbip:WP_013104245.1
thi:THI_RS00450	ncbip:WP_013104246.1
thi:THI_RS00455	ncbip:WP_013104247.1
thi:THI_RS00460	ncbip:WP_013104248.1
thi:THI_RS00465	ncbip:WP_013104249.1
thi:THI_RS00470	ncbip:WP_013104250.1
thi:THI_RS00475	ncbip:WP_013104251.1
thi:THI_RS00480	ncbip:WP_041609070.1
thi:THI_RS00485	ncbip:WP_013104253.1
thi:THI_RS00490	ncbip:WP_013104254.1
thi:THI_RS00495	ncbip:WP_013104255.1
thi:THI_RS00500	ncbip:WP_013104256.1
thi:THI_RS00505	ncbip:WP_013104257.1
thi:THI_RS00510	ncbip:WP_013104258.1
thi:THI_RS00515	ncbip:WP_013104259.1
thi:THI_RS00520	ncbip:WP_013104260.1
thi:THI_RS00525	ncbip:WP_013104262.1
thi:THI_RS00530	ncbip:WP_041609071.1
thi:THI_RS00535	ncbip:WP_013104264.1
thi:THI_RS00540	ncbip:WP_041608837.1
thi:THI_RS00545	ncbip:WP_041609072.1
thi:THI_RS00550	ncbip:WP_041608838.1
thi:THI_RS00555	ncbip:WP_013104267.1
thi:THI_RS00560	ncbip:WP_041609073.1
thi:THI_RS00565	ncbip:WP_013104269.1
thi:THI_RS00570	ncbip:WP_013104270.1
thi:THI_RS00575	ncbip:WP_013104271.1
thi:THI_RS00580	ncbip:WP_013104272.1
thi:THI_RS00585	ncbip:WP_013104273.1
thi:THI_RS00590	ncbip:WP_013104274.1
thi:THI_RS00595	ncbip:WP_013104275.1
thi:THI_RS00600	ncbip:WP_013104276.1
thi:THI_RS00605	ncbip:WP_013104278.1
thi:THI_RS00610	ncbip:WP_013104279.1
thi:THI_RS00615	ncbip:WP_013104280.1
thi:THI_RS00620	ncbip:WP_013104281.1
thi:THI_RS00625	ncbip:WP_013104282.1
thi:THI_RS00630	ncbip:WP_013104283.1
thi:THI_RS00635	ncbip:WP_013104284.1
thi:THI_RS00640	ncbip:WP_013104285.1
thi:THI_RS00645	ncbip:WP_013121931.1
thi:THI_RS00650	ncbip:WP_013104287.1
thi:THI_RS00655	ncbip:WP_013104288.1
thi:THI_RS00660	ncbip:WP_013104289.1
thi:THI_RS00665	ncbip:WP_013104290.1
thi:THI_RS00670	ncbip:WP_041609074.1
thi:THI_RS00675	ncbip:WP_013104292.1
thi:THI_RS00680	ncbip:WP_013104293.1
thi:THI_RS00685	ncbip:WP_013104294.1
thi:THI_RS00690	ncbip:WP_013104295.1
thi:THI_RS00695	ncbip:WP_013104296.1
thi:THI_RS00700	ncbip:WP_013104297.1
thi:THI_RS00705	ncbip:WP_013104298.1
thi:THI_RS00710	ncbip:WP_013104299.1
thi:THI_RS00715	ncbip:WP_013104300.1
thi:THI_RS00720	ncbip:WP_041609075.1
thi:THI_RS00725	ncbip:WP_013104302.1
thi:THI_RS00730	ncbip:WP_013104303.1
thi:THI_RS00735	ncbip:WP_013104304.1
thi:THI_RS00740	ncbip:WP_013104305.1
thi:THI_RS00745	ncbip:WP_013104306.1
thi:THI_RS00750	ncbip:WP_013104307.1
thi:THI_RS00755	ncbip:WP_013104308.1
thi:THI_RS00760	ncbip:WP_013104309.1
thi:THI_RS00765	ncbip:WP_013104310.1
thi:THI_RS00770	ncbip:WP_013104311.1
thi:THI_RS00775	ncbip:WP_041609076.1
thi:THI_RS00780	ncbip:WP_013104313.1
thi:THI_RS00785	ncbip:WP_013104314.1
thi:THI_RS00790	ncbip:WP_013104315.1
thi:THI_RS00795	ncbip:WP_013104316.1
thi:THI_RS00800	ncbip:WP_013104317.1
thi:THI_RS00805	ncbip:WP_013104318.1
thi:THI_RS00810	ncbip:WP_013104319.1
thi:THI_RS00815	ncbip:WP_013104320.1
thi:THI_RS00820	ncbip:WP_013104321.1
thi:THI_RS00825	ncbip:WP_013104322.1
thi:THI_RS00830	ncbip:WP_013104323.1
thi:THI_RS00835	ncbip:WP_013104324.1
thi:THI_RS00840	ncbip:WP_013104325.1
thi:THI_RS00845	ncbip:WP_013104326.1
thi:THI_RS00850	ncbip:WP_013104327.1
thi:THI_RS00855	ncbip:WP_013104328.1
thi:THI_RS00860	ncbip:WP_013104329.1
thi:THI_RS00865	ncbip:WP_013104330.1
thi:THI_RS00870	ncbip:WP_013104331.1
thi:THI_RS00875	ncbip:WP_013104332.1
thi:THI_RS00880	ncbip:WP_013104333.1
thi:THI_RS00885	ncbip:WP_013104334.1
thi:THI_RS00890	ncbip:WP_013104335.1
thi:THI_RS00895	ncbip:WP_013104336.1
thi:THI_RS00900	ncbip:WP_013104337.1
thi:THI_RS00905	ncbip:WP_013104338.1
thi:THI_RS00910	ncbip:WP_013104339.1
thi:THI_RS00915	ncbip:WP_013104340.1
thi:THI_RS00920	ncbip:WP_013104341.1
thi:THI_RS00925	ncbip:WP_013104342.1
thi:THI_RS00930	ncbip:WP_013104343.1
thi:THI_RS00935	ncbip:WP_013104344.1
thi:THI_RS00940	ncbip:WP_013104345.1
thi:THI_RS00945	ncbip:WP_013104346.1
thi:THI_RS00950	ncbip:WP_013104347.1
thi:THI_RS00955	ncbip:WP_013104348.1
thi:THI_RS00960	ncbip:WP_013104349.1
thi:THI_RS00965	ncbip:WP_013104350.1
thi:THI_RS00970	ncbip:WP_013104351.1
thi:THI_RS00975	ncbip:WP_013104352.1
thi:THI_RS00980	ncbip:WP_013104353.1
thi:THI_RS00985	ncbip:WP_041608839.1
thi:THI_RS00990	ncbip:WP_041609077.1
thi:THI_RS00995	ncbip:WP_041608840.1
thi:THI_RS01000	ncbip:WP_013104357.1
thi:THI_RS01005	ncbip:WP_013104358.1
thi:THI_RS01010	ncbip:WP_013104359.1
thi:THI_RS01015	ncbip:WP_013104360.1
thi:THI_RS01020	ncbip:WP_041609078.1
thi:THI_RS01025	ncbip:WP_013104362.1
thi:THI_RS01030	ncbip:WP_041609079.1
thi:THI_RS01035	ncbip:WP_013104364.1
thi:THI_RS01040	ncbip:WP_041609080.1
thi:THI_RS01045	ncbip:WP_013104366.1
thi:THI_RS01050	ncbip:WP_013104367.1
thi:THI_RS01055	ncbip:WP_041608841.1
thi:THI_RS01060	ncbip:WP_013104369.1
thi:THI_RS01065	ncbip:WP_013104370.1
thi:THI_RS01070	ncbip:WP_041609081.1
thi:THI_RS01075	ncbip:WP_013104372.1
thi:THI_RS01080	ncbip:WP_041609082.1
thi:THI_RS01085	ncbip:WP_041608842.1
thi:THI_RS01090	ncbip:WP_013104376.1
thi:THI_RS01095	ncbip:WP_041608843.1
thi:THI_RS01100	ncbip:WP_013104378.1
thi:THI_RS01105	ncbip:WP_013104379.1
thi:THI_RS01110	ncbip:WP_013104380.1
thi:THI_RS01115	ncbip:WP_013104381.1
thi:THI_RS01120	ncbip:WP_013104382.1
thi:THI_RS01125	ncbip:WP_041608844.1
thi:THI_RS01130	ncbip:WP_013104384.1
thi:THI_RS01135	ncbip:WP_041608845.1
thi:THI_RS01140	ncbip:WP_013104386.1
thi:THI_RS01145	ncbip:WP_041608846.1
thi:THI_RS01150	ncbip:WP_013104387.1
thi:THI_RS01155	ncbip:WP_013104388.1
thi:THI_RS01160	ncbip:WP_041609083.1
thi:THI_RS01165	ncbip:WP_013104390.1
thi:THI_RS01170	ncbip:WP_041609084.1
thi:THI_RS01175	ncbip:WP_013104392.1
thi:THI_RS01180	ncbip:WP_013104393.1
thi:THI_RS01185	ncbip:WP_041608847.1
thi:THI_RS01195	ncbip:WP_013104395.1
thi:THI_RS01200	ncbip:WP_041609085.1
thi:THI_RS01205	ncbip:WP_041608319.1
thi:THI_RS01210	ncbip:WP_013104398.1
thi:THI_RS01215	ncbip:WP_013104399.1
thi:THI_RS01220	ncbip:WP_013104400.1
thi:THI_RS01225	ncbip:WP_013104401.1
thi:THI_RS01230	ncbip:WP_041609086.1
thi:THI_RS01235	ncbip:WP_041609087.1
thi:THI_RS01240	ncbip:WP_013104404.1
thi:THI_RS01245	ncbip:WP_041609088.1
thi:THI_RS01250	ncbip:WP_013104406.1
thi:THI_RS01255	ncbip:WP_013104407.1
thi:THI_RS01260	ncbip:WP_041609089.1
thi:THI_RS01265	ncbip:WP_013104409.1
thi:THI_RS01270	ncbip:WP_013104410.1
thi:THI_RS01275	ncbip:WP_013104411.1
thi:THI_RS01280	ncbip:WP_013104412.1
thi:THI_RS01285	ncbip:WP_013104413.1
thi:THI_RS01290	ncbip:WP_013104414.1
thi:THI_RS01295	ncbip:WP_013104415.1
thi:THI_RS01300	ncbip:WP_013104416.1
thi:THI_RS01305	ncbip:WP_013104417.1
thi:THI_RS01310	ncbip:WP_013104418.1
thi:THI_RS01315	ncbip:WP_013104419.1
thi:THI_RS01320	ncbip:WP_013104420.1
thi:THI_RS01325	ncbip:WP_013104421.1
thi:THI_RS01330	ncbip:WP_013104422.1
thi:THI_RS01335	ncbip:WP_013104423.1
thi:THI_RS01340	ncbip:WP_013104424.1
thi:THI_RS01345	ncbip:WP_013104425.1
thi:THI_RS01350	ncbip:WP_013104426.1
thi:THI_RS01355	ncbip:WP_041608848.1
thi:THI_RS01360	ncbip:WP_013104430.1
thi:THI_RS01365	ncbip:WP_013104431.1
thi:THI_RS01370	ncbip:WP_013104432.1
thi:THI_RS01375	ncbip:WP_013104433.1
thi:THI_RS01380	ncbip:WP_013104434.1
thi:THI_RS01385	ncbip:WP_013104435.1
thi:THI_RS01390	ncbip:WP_041608849.1
thi:THI_RS01395	ncbip:WP_013104437.1
thi:THI_RS01400	ncbip:WP_013104438.1
thi:THI_RS01405	ncbip:WP_013104439.1
thi:THI_RS01410	ncbip:WP_013104440.1
thi:THI_RS01415	ncbip:WP_013104441.1
thi:THI_RS01420	ncbip:WP_013104442.1
thi:THI_RS01425	ncbip:WP_041609090.1
thi:THI_RS01430	ncbip:WP_013104444.1
thi:THI_RS01435	ncbip:WP_013104445.1
thi:THI_RS01440	ncbip:WP_013104446.1
thi:THI_RS01445	ncbip:WP_013104447.1
thi:THI_RS01450	ncbip:WP_013104448.1
thi:THI_RS01455	ncbip:WP_041608850.1
thi:THI_RS01460	ncbip:WP_013104450.1
thi:THI_RS01465	ncbip:WP_041609091.1
thi:THI_RS01470	ncbip:WP_013104452.1
thi:THI_RS01475	ncbip:WP_013104453.1
thi:THI_RS01480	ncbip:WP_013104454.1
thi:THI_RS01485	ncbip:WP_013104455.1
thi:THI_RS01490	ncbip:WP_013104456.1
thi:THI_RS01495	ncbip:WP_041609092.1
thi:THI_RS01500	ncbip:WP_013104458.1
thi:THI_RS01505	ncbip:WP_013104459.1
thi:THI_RS01510	ncbip:WP_013104460.1
thi:THI_RS01515	ncbip:WP_013104461.1
thi:THI_RS01520	ncbip:WP_013104462.1
thi:THI_RS01525	ncbip:WP_013104463.1
thi:THI_RS01530	ncbip:WP_013104464.1
thi:THI_RS01535	ncbip:WP_013104465.1
thi:THI_RS01540	ncbip:WP_013104466.1
thi:THI_RS01545	ncbip:WP_013104467.1
thi:THI_RS01550	ncbip:WP_013104468.1
thi:THI_RS01555	ncbip:WP_013104469.1
thi:THI_RS01560	ncbip:WP_041609093.1
thi:THI_RS01565	ncbip:WP_013104471.1
thi:THI_RS01575	ncbip:WP_013104472.1
thi:THI_RS01580	ncbip:WP_013104473.1
thi:THI_RS01585	ncbip:WP_013104474.1
thi:THI_RS01590	ncbip:WP_041608851.1
thi:THI_RS01595	ncbip:WP_013104475.1
thi:THI_RS01600	ncbip:WP_041608852.1
thi:THI_RS01605	ncbip:WP_041608853.1
thi:THI_RS01610	ncbip:WP_013104477.1
thi:THI_RS01615	ncbip:WP_013104478.1
thi:THI_RS01620	ncbip:WP_013104479.1
thi:THI_RS01625	ncbip:WP_013104480.1
thi:THI_RS01630	ncbip:WP_013104481.1
thi:THI_RS01635	ncbip:WP_013104482.1
thi:THI_RS01640	ncbip:WP_013104483.1
thi:THI_RS01645	ncbip:WP_013104484.1
thi:THI_RS01650	ncbip:WP_013104485.1
thi:THI_RS01655	ncbip:WP_041608854.1
thi:THI_RS01660	ncbip:WP_041608855.1
thi:THI_RS01665	ncbip:WP_041608856.1
thi:THI_RS01670	ncbip:WP_041608857.1
thi:THI_RS01675	ncbip:WP_013104490.1
thi:THI_RS01685	ncbip:WP_013104492.1
thi:THI_RS01690	ncbip:WP_013104493.1
thi:THI_RS01695	ncbip:WP_013104494.1
thi:THI_RS01700	ncbip:WP_041608858.1
thi:THI_RS01705	ncbip:WP_013104496.1
thi:THI_RS01710	ncbip:WP_041608859.1
thi:THI_RS01715	ncbip:WP_013104498.1
thi:THI_RS01720	ncbip:WP_013104499.1
thi:THI_RS01725	ncbip:WP_013104500.1
thi:THI_RS01730	ncbip:WP_013104501.1
thi:THI_RS01735	ncbip:WP_013104502.1
thi:THI_RS01740	ncbip:WP_013104503.1
thi:THI_RS01745	ncbip:WP_013104504.1
thi:THI_RS01750	ncbip:WP_013104505.1
thi:THI_RS01755	ncbip:WP_013104506.1
thi:THI_RS01760	ncbip:WP_041609094.1
thi:THI_RS01765	ncbip:WP_013104508.1
thi:THI_RS01770	ncbip:WP_013104509.1
thi:THI_RS01775	ncbip:WP_013104510.1
thi:THI_RS01780	ncbip:WP_013104511.1
thi:THI_RS01785	ncbip:WP_041608860.1
thi:THI_RS01790	ncbip:WP_013104513.1
thi:THI_RS01795	ncbip:WP_013104514.1
thi:THI_RS01805	ncbip:WP_013104515.1
thi:THI_RS01810	ncbip:WP_013104516.1
thi:THI_RS01815	ncbip:WP_013104517.1
thi:THI_RS01820	ncbip:WP_013104518.1
thi:THI_RS01825	ncbip:WP_013104519.1
thi:THI_RS01830	ncbip:WP_013104520.1
thi:THI_RS01835	ncbip:WP_013104521.1
thi:THI_RS01840	ncbip:WP_013104522.1
thi:THI_RS01845	ncbip:WP_013104523.1
thi:THI_RS01850	ncbip:WP_013104524.1
thi:THI_RS01855	ncbip:WP_013104526.1
thi:THI_RS01860	ncbip:WP_041608861.1
thi:THI_RS01865	ncbip:WP_013104528.1
thi:THI_RS01870	ncbip:WP_013104529.1
thi:THI_RS01875	ncbip:WP_013104530.1
thi:THI_RS01880	ncbip:WP_013104531.1
thi:THI_RS01885	ncbip:WP_013104532.1
thi:THI_RS01890	ncbip:WP_013104533.1
thi:THI_RS01895	ncbip:WP_041609095.1
thi:THI_RS01900	ncbip:WP_013104535.1
thi:THI_RS01905	ncbip:WP_041609096.1
thi:THI_RS01910	ncbip:WP_013104537.1
thi:THI_RS01915	ncbip:WP_013104538.1
thi:THI_RS01920	ncbip:WP_013104539.1
thi:THI_RS01925	ncbip:WP_013104540.1
thi:THI_RS01930	ncbip:WP_013104541.1
thi:THI_RS01935	ncbip:WP_013104542.1
thi:THI_RS01940	ncbip:WP_013104543.1
thi:THI_RS01945	ncbip:WP_041609097.1
thi:THI_RS01950	ncbip:WP_013104545.1
thi:THI_RS01955	ncbip:WP_013104546.1
thi:THI_RS01960	ncbip:WP_013104547.1
thi:THI_RS01965	ncbip:WP_013104548.1
thi:THI_RS01970	ncbip:WP_041609098.1
thi:THI_RS01975	ncbip:WP_013104550.1
thi:THI_RS01980	ncbip:WP_013104551.1
thi:THI_RS01990	ncbip:WP_013104552.1
thi:THI_RS01995	ncbip:WP_013104553.1
thi:THI_RS02000	ncbip:WP_013104554.1
thi:THI_RS02005	ncbip:WP_013104555.1
thi:THI_RS02010	ncbip:WP_013104556.1
thi:THI_RS02015	ncbip:WP_013104557.1
thi:THI_RS02020	ncbip:WP_041608524.1
thi:THI_RS02025	ncbip:WP_013104559.1
thi:THI_RS02030	ncbip:WP_013104560.1
thi:THI_RS02035	ncbip:WP_013104561.1
thi:THI_RS02040	ncbip:WP_041609099.1
thi:THI_RS02045	ncbip:WP_013104563.1
thi:THI_RS02050	ncbip:WP_041609100.1
thi:THI_RS02055	ncbip:WP_041609101.1
thi:THI_RS02060	ncbip:WP_041609102.1
thi:THI_RS02065	ncbip:WP_041609103.1
thi:THI_RS02070	ncbip:WP_041608862.1
thi:THI_RS02075	ncbip:WP_041609104.1
thi:THI_RS02080	ncbip:WP_013104570.1
thi:THI_RS02085	ncbip:WP_013104571.1
thi:THI_RS02090	ncbip:WP_013104572.1
thi:THI_RS02095	ncbip:WP_013104573.1
thi:THI_RS02100	ncbip:WP_013104574.1
thi:THI_RS02105	ncbip:WP_041608863.1
thi:THI_RS02110	ncbip:WP_013104576.1
thi:THI_RS02115	ncbip:WP_013104577.1
thi:THI_RS02120	ncbip:WP_013104578.1
thi:THI_RS02130	ncbip:WP_013104579.1
thi:THI_RS02135	ncbip:WP_013104580.1
thi:THI_RS02140	ncbip:WP_041609105.1
thi:THI_RS02145	ncbip:WP_041609106.1
thi:THI_RS02155	ncbip:WP_013104582.1
thi:THI_RS02160	ncbip:WP_013104583.1
thi:THI_RS02165	ncbip:WP_041609107.1
thi:THI_RS02170	ncbip:WP_013104585.1
thi:THI_RS02175	ncbip:WP_013104586.1
thi:THI_RS02180	ncbip:WP_041609108.1
thi:THI_RS02185	ncbip:WP_013104588.1
thi:THI_RS02190	ncbip:WP_013104589.1
thi:THI_RS02195	ncbip:WP_013104590.1
thi:THI_RS02200	ncbip:WP_013104591.1
thi:THI_RS02205	ncbip:WP_013104592.1
thi:THI_RS02210	ncbip:WP_013104593.1
thi:THI_RS02215	ncbip:WP_013104594.1
thi:THI_RS02220	ncbip:WP_013104595.1
thi:THI_RS02225	ncbip:WP_041609109.1
thi:THI_RS02230	ncbip:WP_013104597.1
thi:THI_RS02235	ncbip:WP_013104598.1
thi:THI_RS02240	ncbip:WP_041609110.1
thi:THI_RS02245	ncbip:WP_013104601.1
thi:THI_RS02250	ncbip:WP_013104602.1
thi:THI_RS02260	ncbip:WP_013104604.1
thi:THI_RS02265	ncbip:WP_013104605.1
thi:THI_RS02270	ncbip:WP_013104606.1
thi:THI_RS02275	ncbip:WP_013104607.1
thi:THI_RS02280	ncbip:WP_013104608.1
thi:THI_RS02285	ncbip:WP_013104610.1
thi:THI_RS02290	ncbip:WP_041608864.1
thi:THI_RS02295	ncbip:WP_041609111.1
thi:THI_RS02300	ncbip:WP_013104614.1
thi:THI_RS02305	ncbip:WP_013104615.1
thi:THI_RS02310	ncbip:WP_013104616.1
thi:THI_RS02315	ncbip:WP_041608865.1
thi:THI_RS02320	ncbip:WP_041609112.1
thi:THI_RS02325	ncbip:WP_013104619.1
thi:THI_RS02330	ncbip:WP_013104620.1
